Protein UniProt Acc.	EC Number
O97370	3.4.21.-
A9KMZ5	4.3.1.7
B7MHU1	4.3.1.7
B7NPX6	4.3.1.7
B1XAB1	4.3.1.7
Q0TF29	4.3.1.7
B7N630	4.3.1.7
A1ADV4	4.3.1.7
Q187M6	4.3.1.7
B7V7T3	4.3.1.7
Q1IFI3	4.3.1.7
A5VXY9	4.3.1.7
P65644	2.5.1.17
P54161	3.1.11.-
P9WNU2	3.1.11.-
Q9PQ75	3.1.11.-
B6EGZ4	3.1.11.6
A8I6A9	3.1.11.6
C3P7V9	3.1.11.6
Q81M51	3.1.11.6
Q0SS02	3.1.11.6
C1FPB2	3.1.11.6
Q475F5	3.1.11.6
B7LCP9	3.1.11.6
B7M7L3	3.1.11.6
B5EI10	3.1.11.6
Q39UJ7	3.1.11.6
A5GF75	3.1.11.6
A8L188	3.1.11.6
A6T178	3.1.11.6
Q5FJG6	3.1.11.6
A1SFK7	3.1.11.6
A7HQR0	3.1.11.6
Q03FZ4	3.1.11.6
Q6LU33	3.1.11.6
Q1MMN0	3.1.11.6
Q92SR7	3.1.11.6
C3PPC7	3.1.11.6
A8EZN6	3.1.11.6
A9N216	3.1.11.6
Q0HKV4	3.1.11.6
Q31XY1	3.1.11.6
Q3YZ43	3.1.11.6
A0KUK0	3.1.11.6
P67450	3.1.11.6
P67451	3.1.11.6
Q49XW8	3.1.11.6
A8AW35	3.1.11.6
Q8DVB5	3.1.11.6
Q82IE7	3.1.11.6
Q8DPM9	3.1.11.6
B5FAX9	3.1.11.6
Q8PJW7	3.1.11.6
Q74CA8	3.1.11.6
Q5FUB3	3.1.11.6
A1WYI6	3.1.11.6
Q1CRC4	3.1.11.6
O26016	3.1.11.6
Q5QVD9	3.1.11.6
B5Y0W9	3.1.11.6
A2RLU3	3.1.11.6
B2G848	3.1.11.6
A5IEC9	3.1.11.6
Q6ADU8	3.1.11.6
Q8F3P4	3.1.11.6
Q92BZ2	3.1.11.6
Q8Y7C3	3.1.11.6
A0L6H5	3.1.11.6
Q60AM9	3.1.11.6
P9WF28	3.1.11.6
Q5F632	3.1.11.6
B3PS72	3.1.11.6
Q92RI9	3.1.11.6
C4K2Q1	3.1.11.6
A8GRQ8	3.1.11.6
A1AWD0	3.1.11.6
Q57SE0	3.1.11.6
Q2NV92	3.1.11.6
Q2FY47	3.1.11.6
Q5HFP9	3.1.11.6
Q6GGH6	3.1.11.6
P67462	3.1.11.6
Q4L6M3	3.1.11.6
C0M7V3	3.1.11.6
Q5XB26	3.1.11.6
A2RDN1	3.1.11.6
P0DH53	3.1.11.6
C0MD33	3.1.11.6
Q5LZE0	3.1.11.6
B9DUT8	3.1.11.6
C1CKV2	3.1.11.6
Q2LUA0	3.1.11.6
A0LI55	3.1.11.6
Q0AZF3	3.1.11.6
A5ILK1	3.1.11.6
B8GN64	3.1.11.6
A5F333	3.1.11.6
B5FBG8	3.1.11.6
Q7MN47	3.1.11.6
B0RR28	3.1.11.6
Q8VEG4	3.1.11.1
A1CRV0	3.2.1.58
A2RAR6	3.2.1.58
Q5B5X8	3.2.1.58
Q2TZQ9	3.2.1.75
A1DGM6	3.2.1.75
B0Y7W2	3.2.1.58
Q4WMP0	3.2.1.58
Q0CHZ8	3.2.1.58
Q5AVZ7	3.2.1.58
Q875R9	3.2.1.58
Q94CH6	3.1.1.-
P04521	3.1.11.-
Q24558	3.1.-.-
Q9QZ11	3.1.-.-
Q9W6K2	3.1.-.-
P04522	3.1.11.-
Q59083	5.1.3.2
Q8C163	3.1.30.-
P33696	2.7.7.9
P33700	2.4.-.-
P0AEK0	3.1.11.-
P42124	2.1.1.43
Q42707	3.2.1.186
P52835	2.8.2.-
A0A0B6VIJ5	2.4.1.-
Q9LHN8	1.14.11.-
Q8N7N1	2.1.1.-
Q7L5A8	1.-.-.-
Q76LS9	3.4.19.12
P19540	3.4.21.22
Q6SA95	3.4.21.22
P00740	3.4.21.22
Q95ND7	3.4.21.22
P16292	3.4.21.22
P9WQ60	6.2.1.-
P9WQ42	6.2.1.-
P63457	2.3.1.41
P9WQD8	2.3.1.41
P9WQD7	2.3.1.41
Q89AY4	2.3.1.41
P43710	2.3.1.41
Q89AH0	2.3.1.39
P9WNG5	2.3.1.39
Q5HGK3	2.3.1.39
Q6GHK5	2.3.1.39
Q93QD4	2.3.1.39
Q83E37	2.3.1.179
P70720	1.1.1.100
O67610	1.1.1.100
P51831	1.1.1.100
Q89AG9	1.1.1.100
Q9Z8P2	1.1.1.100
P71534	1.1.1.100
O54438	1.1.1.100
Q92GE0	1.1.1.100
P0A2C9	1.1.1.100
Q5HGK2	1.1.1.100
P55336	1.1.1.100
Q81JG0	2.3.1.180
Q9K8W9	2.3.1.180
Q1LT37	2.3.1.180
C1D0N4	2.3.1.180
Q24U40	2.3.1.180
B8DJG1	2.3.1.180
P0A6R2	2.3.1.180
P0A6R1	2.3.1.180
P0A6R0	2.3.1.180
A4W9A5	2.3.1.180
Q820T1	2.3.1.180
Q7U337	2.3.1.180
B6JKD5	2.3.1.180
B2US32	2.3.1.180
A4G6T2	2.3.1.180
Q0C312	2.3.1.180
A8YXS0	2.3.1.180
Q8Y573	2.3.1.180
A1U0E3	2.3.1.180
A0QLF3	2.3.1.180
P0A575	2.3.1.180
Q5F4X5	2.3.1.180
P9WNG3	2.3.1.180
Q82U60	2.3.1.180
Q2G5S1	2.3.1.180
A6X1X8	2.3.1.180
A6LEP7	2.3.1.180
B2JFI9	2.3.1.180
Q18B40	2.3.1.180
Q126I8	2.3.1.180
Q7MAV3	2.3.1.180
A8G2E1	2.3.1.180
Q7V3E0	2.3.1.180
Q2RTS8	2.3.1.180
Q3J365	2.3.1.180
A8GY06	2.3.1.180
Q9ZCH1	2.3.1.180
Q5LQJ5	2.3.1.180
A9MGC9	2.3.1.180
Q3SIM4	2.3.1.180
C5CSE2	2.3.1.180
Q8PNE8	2.3.1.180
A1JN67	2.3.1.180
Q2P7B9	2.3.1.180
A4TLS3	2.3.1.180
Q6H5J0	1.3.1.9
P58380	1.3.1.9
O24990	1.3.1.9
Q92IC6	1.3.1.9
Q68X10	1.3.1.9
P0AEK6	1.3.1.9
Q6GI75	1.3.1.39
P73016	1.3.1.9
Q8DSN0	5.3.3.14
Q6LPG9	1.3.1.9
Q87QB9	1.3.1.9
Q7MLJ0	1.3.1.9
Q7ME99	1.3.1.9
B1Z1S8	1.3.1.9
A9ALQ1	1.3.1.9
A2S3E6	1.3.1.9
A1V3D9	1.3.1.9
Q3JT99	1.3.1.9
A4JK23	1.3.1.9
B8I4V6	1.3.1.44
B6J235	1.3.1.9
C5BFN7	1.3.1.9
B2VET7	1.3.1.9
A6H0N4	1.3.1.9
Q5QYR6	1.3.1.9
Q1H0P3	1.3.1.9
B2T4A8	1.3.1.9
Q15YQ7	1.3.1.9
B7V2Z1	1.3.1.9
Q9HZP8	1.3.1.9; 1.3.1.44
B1J2V6	1.3.1.9
Q5E6G3	1.3.1.9
Q8VQ22	4.2.1.59
Q1LSU7	4.2.1.59
Q7WJ83	4.2.1.59
Q89KQ3	4.2.1.59
B0CGV0	4.2.1.59
B8D7D9	4.2.1.59
Q1BHH1	4.2.1.59
Q62JD5	4.2.1.59
Q39F54	4.2.1.59
Q3A902	4.2.1.59
B0SZ10	4.2.1.59
B0B8A6	4.2.1.59
B0B9Y5	4.2.1.59
Q7NVY3	4.2.1.59
B1IH50	4.2.1.59
A9KC35	4.2.1.59
A7MI19	4.2.1.59
B7UJ81	4.2.1.59
B6HZF4	4.2.1.59
Q2GFC5	4.2.1.59
A4W6S5	4.2.1.59
Q5NEQ0	4.2.1.59
Q8R690	4.2.1.59
B2SFX1	4.2.1.59
Q0BTL1	4.2.1.59
Q4QLM4	4.2.1.59
Q0I4M3	4.2.1.59
Q17ZK2	4.2.1.59
B5Z920	4.2.1.59
Q9ZJL6	4.2.1.59
A9AYK6	4.2.1.59
Q085D1	4.2.1.59
Q0HT73	4.2.1.59
B2U323	4.2.1.59
C3MBR1	4.2.1.59
Q01T92	4.2.1.59
A7X4T7	4.2.1.59
Q4L7Y0	4.2.1.59
Q8E720	4.2.1.59
A8AYV7	4.2.1.59
B2ILW9	4.2.1.59
P59202	4.2.1.59
Q5M177	4.2.1.59
Q0I811	4.2.1.59
Q0AVV9	4.2.1.59
Q8DI01	4.2.1.59
A5IIY3	4.2.1.59
B9KYV7	4.2.1.59
Q5SHB5	4.2.1.59
B8GQ61	4.2.1.59
Q31G53	4.2.1.59
Q87ME8	4.2.1.59
P61455	4.2.1.59
C3LQ21	4.2.1.59
Q4USP9	4.2.1.59
A5F629	4.2.1.59
B2I7P0	4.2.1.59
Q7TVK7	6.2.1.3
Q9FPP7	1.14.19.14
Q8GW19	3.4.22.-
B0BMW8	3.4.22.-
Q93ZB9	1.2.1.n2
O81931	1.14.19.39
Q84UB9	1.14.19.-
Q68EH8	2.7.7.2
Q5RCH4	2.7.7.2
P38913	2.7.7.2
Q8GZC3	1.14.19.6
P48619	1.14.19.-
P48621	1.14.19.-
Q9SZ42	1.14.19.43
O32177	2.3.1.16
A7ZU50	2.3.1.16
A1AI32	2.3.1.16
Q0TAL1	2.3.1.16
A4WFX5	2.3.1.16
B2VFE0	2.3.1.16
A1TZR8	2.3.1.16
Q7MZ91	2.3.1.16
Q6LW07	2.3.1.16
Q02PH7	2.3.1.16
Q93Q11	2.3.1.16
A5W6G9	2.3.1.16
Q9R9W0	2.3.1.16
Q4ZRA1	2.3.1.16
Q4FQC7	2.3.1.16
Q1Q8K0	2.3.1.16
A3Q8U3	2.3.1.16
A0KR49	2.3.1.16
Q0I0T4	2.3.1.16
Q0SZ35	2.3.1.16
Q3YVC2	2.3.1.16
Q9KNI0	2.3.1.16
Q9HTE3	1.2.1.46
A0KK76	2.3.1.16
Q47ZB6	2.3.1.16
Q1R971	2.3.1.16
B7LLC9	2.3.1.16
Q7N287	2.3.1.16
Q6LTK4	2.3.1.16
Q3IEE3	2.3.1.16
A9MJ36	2.3.1.16
B5R3S0	2.3.1.16
B5BBA0	2.3.1.16
Q8ZNA6	2.3.1.16
A3D685	2.3.1.16
Q12P12	2.3.1.16
A3QFP4	2.3.1.16
A4Y898	2.3.1.16
B8CPY7	2.3.1.16
A8FTR6	2.3.1.16
B1KKT1	2.3.1.16
Q32DJ3	2.3.1.16
Q83K95	2.3.1.16
Q5E3U0	2.3.1.16
Q87MM2	2.3.1.16
A4TM83	2.3.1.16
A1C9D4	3.1.1.73
Q2UI81	3.1.1.73
Q58842	4.2.1.147; 4.1.2.43
Q2NE86	4.2.1.147; 4.1.2.43
Q86I22	3.7.1.5
Q755W0	3.6.4.13
Q94BP3	1.1.3.20
O43029	1.5.3.7
Q9K9G9	3.5.1.-
P0CY52	3.4.21.6
Q73WP9	2.5.1.77
Q54XM6	1.5.5.1
Q16134	1.5.5.1
Q5RDD3	1.5.5.1
Q6UPE1	1.5.5.1
O22854	1.5.5.1
Q7TVI2	1.14.13.-
P9WNF9	1.14.13.-
Q8IXQ9	2.1.1.-
Q41342	2.7.13.3
Q6BV30	1.3.1.38
Q6T5K2	2.7.13.3
Q1R8T1	4.3.1.7
Q92CN1	4.3.1.7
A8A2T8	4.3.1.7
Q7N2V3	4.3.1.7
Q02SJ2	4.3.1.7
Q4K5E1	4.3.1.7
Q88QF2	4.3.1.7
Q8XUR0	4.3.1.7
B5F0I6	4.3.1.7
B4T0I5	4.3.1.7
B5BB46	4.3.1.7
P19265	4.3.1.7
Q8K923	3.1.11.1
P45188	3.1.11.1
P44318	3.1.11.2
O67550	3.1.11.-
B7HB51	3.1.11.6
A7GSJ8	3.1.11.6
B9IXH3	3.1.11.6
A9VGD4	3.1.11.6
Q6G2I3	3.1.11.6
A9IXA1	3.1.11.6
B2IJK8	3.1.11.6
Q7WKU2	3.1.11.6
Q8RAC9	3.1.11.6
A8FKB4	3.1.11.6
Q9PIH4	3.1.11.6
Q5HWE6	3.1.11.6
Q3AAM5	3.1.11.6
Q9A649	3.1.11.6
B0SY33	3.1.11.6
Q5L6H1	3.1.11.6
Q253S0	3.1.11.6
Q9PK65	3.1.11.6
B0B7P6	3.1.11.6
B0BBW1	3.1.11.6
O84333	3.1.11.6
B0RH22	3.1.11.6
C3KXC6	3.1.11.6
A5I309	3.1.11.6
Q4JU84	3.1.11.6
A9BWI7	3.1.11.6
B7MHZ0	3.1.11.6
B7MYD7	3.1.11.6
B2VE96	3.1.11.6
Q8XAB0	3.1.11.6
Q75TC0	3.1.11.6
Q4QNE5	3.1.11.6
Q0I3T0	3.1.11.6
C4K5U1	3.1.11.6
Q1CUP4	3.1.11.6
A4G7Y7	3.1.11.6
Q1IV16	3.1.11.6
Q5ZXA6	3.1.11.6
Q051N3	3.1.11.6
Q92BZ3	3.1.11.6
B1HRX7	3.1.11.6
P67448	3.1.11.6
Q6MUD1	3.1.11.6
Q1B4H2	3.1.11.6
Q38XU8	3.1.11.6
Q5F8V5	3.1.11.6
Q0AFX7	3.1.11.6
A6X3A0	3.1.11.6
C6DBG5	3.1.11.6
Q7N3K2	3.1.11.6
Q02RT0	3.1.11.6
Q4K6V9	3.1.11.6
Q3K7C5	3.1.11.6
A4VNV0	3.1.11.6
Q987V3	3.1.11.6
Q7UTZ9	3.1.11.6
B9KM14	3.1.11.6
A8GXS3	3.1.11.6
Q2S4K5	3.1.11.6
A8GHV3	3.1.11.6
A3D6V4	3.1.11.6
Q085S6	3.1.11.6
A8H252	3.1.11.6
A6QH68	3.1.11.6
Q6G942	3.1.11.6
Q5HP29	3.1.11.6
Q3K2M4	3.1.11.6
P0DH51	3.1.11.6
A3CLQ7	3.1.11.6
B9DUT9	3.1.11.6
Q30SS1	3.1.11.6
Q3AH76	3.1.11.6
Q9X289	3.1.11.6
Q5E765	3.1.11.6
B2SHP3	3.1.11.6
A7FFZ6	3.1.11.6
B2UMV0	3.1.11.6
B9JAL9	3.1.11.6
A8FF13	3.1.11.6
P67454	3.1.11.6
A3MBD0	3.1.11.6
B0T3Y0	3.1.11.6
Q823U9	3.1.11.6
Q3KM30	3.1.11.6
Q487D1	3.1.11.6
B6J8G8	3.1.11.6
A9KEC8	3.1.11.6
Q47BJ2	3.1.11.6
Q24V01	3.1.11.6
A4J3F7	3.1.11.6
A7ZIH5	3.1.11.6
P0A8H1	3.1.11.6
B1XF10	3.1.11.6
P0A8H0	3.1.11.6
B7N8X5	3.1.11.6
Q7VLU0	3.1.11.6
A5UC49	3.1.11.6
A5UEV4	3.1.11.6
B8F4R9	3.1.11.6
C4K6M5	3.1.11.6
B5Z9A1	3.1.11.6
A8YVW8	3.1.11.6
Q9CH83	3.1.11.6
Q38XU7	3.1.11.6
Q72RZ8	3.1.11.6
A0AIG3	3.1.11.6
Q65TP2	3.1.11.6
A0QC35	3.1.11.6
Q9X784	3.1.11.6
Q3SUZ0	3.1.11.6
B2IWI8	3.1.11.6
Q2G632	3.1.11.6
C6DB39	3.1.11.6
A5D2Z3	3.1.11.6
Q7N0J8	3.1.11.6
Q12CR1	3.1.11.6
A6V060	3.1.11.6
Q02SK9	3.1.11.6
Q4K5A7	3.1.11.6
A5VXX1	3.1.11.6
B2U932	3.1.11.6
Q985Y6	3.1.11.6
Q2IRL8	3.1.11.6
Q130G8	3.1.11.6
B0BX65	3.1.11.6
Q5LX40	3.1.11.6
B5EXG5	3.1.11.6
B5FKS9	3.1.11.6
B4T8R5	3.1.11.6
C0Q7U9	3.1.11.6
Q325H9	3.1.11.6
P0A8H2	3.1.11.6
A5IT51	3.1.11.6
P67460	3.1.11.6
Q6G943	3.1.11.6
Q8CP39	3.1.11.6
P67464	3.1.11.6
A8AW36	3.1.11.6
P67467	3.1.11.6
P67469	3.1.11.6
Q1J5U7	3.1.11.6
P67465	3.1.11.6
Q5E6Y8	3.1.11.6
Q8DFA5	3.1.11.6
Q4UWI8	3.1.11.6
Q5GXL9	3.1.11.6
B0U3Y1	3.1.11.6
P49426	3.2.1.58
Q10444	3.2.1.58
B0XN12	3.2.1.58
Q0C8Z0	3.2.1.75
A1DMX4	3.2.1.58
Q9FKK6	3.1.-.-
Q9UQ84	3.1.-.-
P33691	2.4.-.-
Q84T68	3.1.13.-
P9WJ73	3.1.13.-
Q5IGR8	2.4.1.224; 2.4.1.225
A9X1C8	2.4.1.224; 2.4.1.225
O01705	2.4.1.223; 2.4.1.224; 2.4.1.225
Q93063	2.4.1.224; 2.4.1.225
P97480	3.1.3.48
Q8S4P6	2.1.1.43
Q9ZSM8	2.1.1.43
Q98SM3	2.1.1.43
Q08BS4	2.1.1.43
Q4R381	2.1.1.43
Q28D84	2.1.1.43
P00488	2.3.2.13
A5E987	3.1.3.11
B3R3R6	3.1.3.11
A0M0J2	3.1.3.11
P19911	3.1.3.11
Q479X4	3.1.3.11
Q5V311	3.1.3.11
B1Y5W3	3.1.3.11
A6LW95	3.1.3.11
A2XEX2	3.1.3.11
P00636	3.1.3.11
P09195	3.1.3.11
B2HWU2	3.1.3.11
A8EU55	3.1.3.11
Q2KZ46	3.1.3.11
Q7W7N2	3.1.3.11
B2SAG4	3.1.3.11
Q578Z3	3.1.3.11
Q8YCV6	3.1.3.11
A9WZF8	3.1.3.11
B1YUZ7	3.1.3.11
Q0BHD7	3.1.3.11
A9AEN5	3.1.3.11
A8FLP9	3.1.3.11
Q0PA50	3.1.3.11
Q5HUV6	3.1.3.11
B3PGC8	3.1.3.11
Q3B5N2	3.1.3.11
C6BTU7	3.1.3.11
A5EVS5	3.1.3.11
B5Z3I7	3.1.3.11
A1AJD7	3.1.3.11
B2VCY1	3.1.3.11
B5EFV5	3.1.3.11
Q74CM2	3.1.3.11
Q17V54	3.1.3.11
Q1CR72	3.1.3.11
O25936	3.1.3.11
Q2W3W0	3.1.3.11
A7I8R6	3.1.3.11
A1KTU6	3.1.3.11
Q82WY3	3.1.3.11
P37099	3.1.3.11
P48991	3.1.3.11
A7HYA5	3.1.3.11
Q6D074	3.1.3.11
Q7MYW6	3.1.3.11
B1XVF7	3.1.3.11
A6VDM7	3.1.3.11
Q9HU73	3.1.3.11
Q4KJP6	3.1.3.11
Q88CY9	3.1.3.11
Q87UX4	3.1.3.11
Q4FUA6	3.1.3.11
A5WGK6	3.1.3.11
Q8XXI7	3.1.3.11
O34011	3.1.3.11
Q3YUB9	3.1.3.11
B4SR24	3.1.3.11
B2V6E2	3.1.3.11
Q2JK61	3.1.3.11
Q5N163	3.1.3.11
C5BMI0	3.1.3.11
Q8DE90	3.1.3.11
Q2P9K6	3.1.3.11
Q1CBY3	3.1.3.11
Q0WBC9	3.1.3.11
A4TRK7	3.1.3.11
B1JMK6	3.1.3.11
Q8A8D9	3.1.3.11
Q97IR8	3.1.3.11
B2TNB5	3.1.3.11
C1FSJ4	3.1.3.11
Q6AMN0	3.1.3.11
B1KVJ4	3.1.3.11
B3W9A8	3.1.3.11
Q1WQZ0	3.1.3.11
C1L199	3.1.3.11
A0AGV7	3.1.3.11
B2RIZ0	3.1.3.11
A9FZA0	3.1.3.11
Q2FVB2	3.1.3.11
A6QK04	3.1.3.11
A8Z3B1	3.1.3.11
A0SJA5	3.1.3.11
Q8E146	3.1.3.11
B9DRN4	3.1.3.11
P09201	3.1.3.11
C0QVH0	1.3.1.44
B1K4I6	1.3.1.9
B4EKD5	1.3.1.9
A3NU97	1.3.1.9
Q63TE9	1.3.1.9
Q1QTN9	1.3.1.9
Q97LU2	1.3.1.44
A6LV73	1.3.1.44
Q0SRA3	1.3.1.44
A9KD01	1.3.1.9
Q83EP5	1.3.1.9
A5FE91	1.3.1.9
A6VZ98	1.3.1.9
Q02PB3	1.3.1.9
C3K5J5	1.3.1.9
A5W907	1.3.1.9
Q21HE4	1.3.1.9
B8E5E3	1.3.1.9
Q3IHQ9	1.3.1.9
Q07ZY9	1.3.1.9
Q8EG14	1.3.1.9
B8CRF2	1.3.1.9
B1KLT1	1.3.1.9
C5BQC9	1.3.1.9
Q73Q47	1.3.1.44
Q3BZG2	1.3.1.9
A7FPC3	1.3.1.9
B1JRQ0	1.3.1.9
Q820V3	4.2.1.59
Q9CI03	4.2.1.59
Q9CHF4	4.2.1.59
A1TN80	4.2.1.59
A3M649	4.2.1.59
A1W907	4.2.1.59
B3H0S2	4.2.1.59
Q2IPX8	4.2.1.59
B7GMC9	4.2.1.59
C3P1B5	4.2.1.59
Q81JE0	4.2.1.59
B7HY36	4.2.1.59
Q814Y7	4.2.1.59
Q6HB06	4.2.1.59
Q5WB97	4.2.1.59
A1USE6	4.2.1.59
A9ISM5	4.2.1.59
Q2L150	4.2.1.59
Q7VYB9	4.2.1.59
Q493C1	4.2.1.59
B8D935	4.2.1.59
A0K8D2	4.2.1.59
Q0KA27	4.2.1.59
Q47F81	4.2.1.59
Q312H2	4.2.1.59
A5EV60	4.2.1.59
B7LGP2	4.2.1.59
B8DJ60	4.2.1.59
A7ZWC6	4.2.1.59
B1IQG1	4.2.1.59
Q2NBT4	4.2.1.59
C4KYQ6	4.2.1.59
Q0BN21	4.2.1.59
A4IWJ5	4.2.1.59
Q39T45	4.2.1.59
Q5FPY6	4.2.1.59
Q7VM25	4.2.1.59
A5UII9	4.2.1.59
Q2SBQ9	4.2.1.59
O25928	4.2.1.59
A6T4Y2	4.2.1.59
B4U908	4.2.1.59
Q1WUR8	4.2.1.59
Q2RLY7	4.2.1.59
Q5F5W5	4.2.1.59
Q9JX28	4.2.1.59
B0JIT3	4.2.1.59
Q2YB97	4.2.1.59
Q3SRI2	4.2.1.59
Q2G8K0	4.2.1.59
A6X0K0	4.2.1.59
A4SYU0	4.2.1.59
B4F259	4.2.1.59
Q1RH95	4.2.1.59
A8F0C4	4.2.1.59
Q1AW85	4.2.1.59
Q21HI3	4.2.1.59
B5FJ27	4.2.1.59
Q68XZ5	4.2.1.59
P0A1H9	4.2.1.59
A4Y554	4.2.1.59
A5IUP4	4.2.1.59
P64108	4.2.1.59
P64109	4.2.1.59
Q49Z46	4.2.1.59
Q8E1K3	4.2.1.59
P64110	4.2.1.59
Q5XAE7	4.2.1.59
B1I9L8	4.2.1.59
P59201	4.2.1.59
A4W3M3	4.2.1.59
Q5M5R4	4.2.1.59
C1CIS5	4.2.1.59
Q31PQ9	4.2.1.59
B1XLC7	4.2.1.59
B9KAH0	4.2.1.59
B0K1H6	4.2.1.59
Q72HM3	4.2.1.59
Q8PML6	4.2.1.59
Q8PAW4	4.2.1.59
Q87EI3	4.2.1.59
P32205	4.2.1.59
Q1CAM3	4.2.1.59
A9R385	4.2.1.59
A4TL80	4.2.1.59
P9WQ36	6.2.1.3
P9WQ37	6.2.1.3
B2HI05	6.2.1.3; 6.2.1.42
P9WQ51	6.2.1.3; 6.2.1.42
P9WQ47	6.2.1.3
Q54FH7	3.4.24.84
Q6EPN8	3.4.24.84
P57791	3.4.22.-
Q5R834	1.2.1.n2
Q960W6	1.2.1.n2
B9TSP7	1.2.1.n2
P9WQ53	6.2.1.-
Q84VT2	1.14.19.-
Q22017	2.7.7.2
A4D9B6	3.1.1.73
Q05AM4	3.5.1.99
Q54BF3	3.-.-.-
A1KNR4	6.3.2.31; 6.3.2.34
P9WP78	6.3.2.31; 6.3.2.34
Q8K2I9	3.6.4.12
Q0SBZ1	3.6.3.30
Q6D2F6	3.6.3.30
Q0S0Z3	3.6.3.30
Q8U6M1	3.6.3.30
Q7AH43	3.6.3.30
Q8RGC8	3.6.3.30
Q0I2Z4	3.6.3.30
Q5FA19	3.6.3.30
Q9CM80	3.6.3.30
Q4KC87	3.6.3.30
P21410	3.6.3.30
O86751	3.6.3.30
Q1CJS9	3.6.3.30
Q22053	2.1.1.-
Q8I1F4	2.1.1.-
Q8SR42	2.1.1.-
P22508	2.1.1.-
P22509	2.1.1.-
Q8YY12	3.1.3.11; 3.1.3.37
Q3AK74	3.1.3.11; 3.1.3.37
P73922	3.1.3.11; 3.1.3.37
Q117I5	3.1.3.11; 3.1.3.37
Q52472	1.1.1.122
P33217	1.1.1.271
Q1ZXQ4	6.2.1.3
B7LBS7	2.8.3.16
Q0TF87	2.8.3.16
B1IX88	2.8.3.16
P69902	2.8.3.16
Q6N8F8	2.8.3.16
B3QBS6	2.8.3.16
P69903	2.8.3.16
A2QHE5	4.1.1.102
Q9I6N5	4.1.1.-
Q7S4Z6	2.5.1.21
Q92459	2.5.1.21
C8ZHD6	1.2.1.2
P0CT22	1.2.1.2
M1VMF7	1.1.99.11
Q2FVV9	1.2.1.2
Q931G2	1.2.1.2
Q99RW4	1.2.1.2
Q9S7E4	1.2.1.2
O13437	1.2.1.2
Q07103	1.2.1.2
O74384	2.3.1.225
Q08599	2.-.-.-
P40680	2.-.-.-
O65402	1.14.14.17
Q14534	1.14.14.17
Q874K0	1.1.1.270
Q6CJC2	1.1.1.270
Q6CE88	1.1.1.270
P32360	5.-.-.-
O13666	1.14.19.20
L7IP31	2.1.1.41
Q04782	5.4.99.7
Q10231	5.4.99.7
P09891	2.1.1.-
Q6GKQ0	2.1.1.184
P20173	2.1.1.184
P07287	2.1.1.184
Q04720	2.1.1.-
A5PJN2	1.8.4.-
Q96HE7	1.8.4.-
Q9V3A6	1.8.4.-
Q7YTU4	1.8.4.-
Q7SEY9	1.8.4.-
Q03103	1.8.4.-
Q7X9I4	1.8.4.-
A2XL32	2.7.13.3
Q8GXX0	1.8.3.2
Q9Y806	1.8.3.2
P83654	3.4.22.-
Q8FVH2	5.3.1.33
Q2JZQ2	5.3.1.33
Q4WHG1	2.3.1.48
O94446	2.3.1.48
Q56NI9	2.3.1.-
P61406	3.1.-.-
Q04456	3.1.1.1
P12337	3.1.1.1
Q6AW47	3.1.1.1
P08171	3.1.1.1
P35501	3.1.1.1
Q07792	3.1.1.2
P19985	3.1.1.59
Q88QS0	3.1.1.1; 3.1.2.2
O32232	3.1.1.1
A9N329	4.3.1.7
Q8Z4U3	4.3.1.7
Q8PK11	4.3.1.7
P57620	3.1.11.1
Q89A43	3.1.11.1
P04995	3.1.11.1
P0A1B0	3.1.11.2
Q8K9D0	3.1.11.-
Q98PK2	3.1.11.-
P9WNU3	3.1.11.-
Q9RJ79	3.1.11.-
A0LW37	3.1.11.6
Q0VNE8	3.1.11.6
C1ERQ3	3.1.11.6
B7HNU3	3.1.11.6
Q818R6	3.1.11.6
Q9K967	3.1.11.6
Q65HI9	3.1.11.6
Q5WF60	3.1.11.6
A0RMM6	3.1.11.6
A8AD78	3.1.11.6
A5CT74	3.1.11.6
A7GEJ7	3.1.11.6
B9E101	3.1.11.6
A9KMC1	3.1.11.6
Q8FQP1	3.1.11.6
Q9RXW9	3.1.11.6
Q24V00	3.1.11.6
B5Z0X8	3.1.11.6
C4ZX84	3.1.11.6
Q0TEX9	3.1.11.6
P04994	3.1.11.6
Q836W6	3.1.11.6
C4L3F5	3.1.11.6
Q2SCJ1	3.1.11.6
Q044H9	3.1.11.6
Q9CH84	3.1.11.6
A5VKR6	3.1.11.6
Q6ADU9	3.1.11.6
Q71ZW1	3.1.11.6
Q6F1D5	3.1.11.6
A1KHP8	3.1.11.6
Q5YQ92	3.1.11.6
Q8EQ44	3.1.11.6
Q6D286	3.1.11.6
Q18B66	3.1.11.6
Q3IHJ4	3.1.11.6
Q88P26	3.1.11.6
Q8XWE7	3.1.11.6
Q68W63	3.1.11.6
B5F187	3.1.11.6
B5RCY1	3.1.11.6
Q8Z4Q1	3.1.11.6
A9KWW8	3.1.11.6
A3QCG8	3.1.11.6
Q8E166	3.1.11.6
Q03K98	3.1.11.6
C1CR91	3.1.11.6
Q3AZZ0	3.1.11.6
B1LAQ5	3.1.11.6
Q83HE6	3.1.11.6
A5F3E9	3.1.11.6
Q1CK84	3.1.11.6
Q9FDL4	3.1.11.6
B3H1E5	3.1.11.6
Q8UHD5	3.1.11.6
